session_id,node_id,client_ip,asn,asn_name,country,ssh_client_banner,start_ms,end_ms,duration_ms,outcome,command_count,bait_hit_count,attacker_class,classifier_confidence,cluster_id,mitre_techniques,auth_attempt_count,unique_usernames_tried,top_username
b8bfc319-2ee8-4461-a9b9-d6e9e33bfd7b,Ubuntu,176.10.197.168,AS8473,Bahnhof AB,SE,SSH-2.0-OpenSSH_7.4,1783835526286,1783835529864,3578,auth_failed,0,0,automated_scanner,0.65,,T1110;T1110.001,1,1,unknown
8b78c075-9519-4d9c-9d3a-bcde10a26211,Ubuntu,2.57.121.112,AS47890,UNMANAGED LTD,GB,SSH-2.0-PuTTY_Release_0.84,1783835478850,1783835487440,8590,auth_failed,0,0,automated_scanner,0.6,,T1110;T1110.001,5,1,carter
b7073485-ed6e-45f4-b2b8-a931dfc71e76,Ubuntu,193.46.255.86,AS47890,UNMANAGED LTD,GB,SSH-2.0-PuTTY_Release_0.84,1783835402953,1783835404750,1797,connection_reset,0,0,automated_scanner,0.65,,T1078;T1110;T1110.001,1,1,admin
778afddf-3235-4ab1-9ec5-ced66649d578,Ubuntu,51.250.105.222,AS200350,Yandex.Cloud LLC,RU,SSH-2.0-Go,1783835181967,1783835184110,2143,auth_failed,0,0,automated_scanner,0.8,,T1110;T1110.001,1,1,root
036ccc1d-17a3-49aa-be08-cc86ab052c7b,Ubuntu,58.57.154.146,,,CN,SSH-2.0-OpenSSH_7.4,1783834750105,1783834756717,6612,auth_failed,0,0,automated_scanner,0.65,,T1110;T1110.001,1,1,ubnt
0fa5e0da-3a77-479b-983d-3295b7b63b32,Ubuntu,113.219.177.95,AS63838,Hengyang,CN,SSH-2.0-OpenSSH_7.4,1783834225262,1783834231444,6182,auth_failed,0,0,automated_scanner,0.65,,T1110;T1110.001,1,1,root
bfcfad31-34d2-49e2-abb6-8aea79b39cf0,Ubuntu,2.57.121.25,AS47890,UNMANAGED LTD,GB,SSH-2.0-PuTTY_Release_0.84,1783834145880,1783834152899,7019,auth_failed,0,0,automated_scanner,0.6,,T1110;T1110.001,3,1,admin
aaa77aaa-a9b5-4b40-bc17-8c741cd8445c,Ubuntu,117.2.123.19,AS7552,Viettel Group,VN,SSH-2.0-OpenSSH_7.4,1783834004249,1783834009148,4899,auth_failed,0,0,automated_scanner,0.65,,T1110;T1110.001,1,1,operator
89a82d6c-e137-429f-929d-17437d98e676,Ubuntu,38.93.201.2,AS214483,FiberPower LLC,US,SSH-2.0-Go,1783833355690,1783833357532,1842,auth_failed,0,0,automated_scanner,0.8,,T1110;T1110.001,1,1,root
8324e3aa-25e6-4b65-9878-e0aa5f7b7cb7,Ubuntu,112.30.127.9,AS9808,China Mobile,CN,SSH-2.0-OpenSSH_7.4,1783833213053,1783833217668,4615,auth_failed,0,0,automated_scanner,0.65,,T1110;T1110.001,1,1,user
7c22336d-cb0e-443a-9a14-f6c88b97a9cf,Ubuntu,38.93.206.2,AS214483,FiberPower LLC,US,SSH-2.0-Go,1783833190252,1783833192601,2349,auth_failed,0,0,automated_scanner,0.8,,T1110;T1110.001,1,1,root
4224f503-b820-4016-a9d8-048e049f7117,Ubuntu,176.53.159.196,,,TR,SSH-2.0-Go,1783833054990,1783833057001,2011,connection_reset,0,0,automated_scanner,0.8,,T1078;T1110;T1110.001,1,1,support
2efd4e18-a66c-486d-aa9c-a1cb0c18651d,Ubuntu,77.94.47.83,AS34421,Telecom Media Systems JLLC,BY,SSH-2.0-Go,1783832728817,1783832729781,964,auth_failed,0,0,automated_scanner,0.8,,T1110;T1110.001,1,1,root
1690be9c-652d-4550-bdec-e9074b8d64d7,Ubuntu,218.26.205.154,AS4837,CHINA UNICOM China169 Backbone,CN,SSH-2.0-OpenSSH_7.4,1783832696212,1783832702912,6700,auth_failed,0,0,automated_scanner,0.65,,T1110;T1110.001,1,1,default
d23ac736-2f8e-4d6e-ae55-3c993f741a65,Ubuntu,103.15.222.183,AS149137,TAN THANH AN INTERNATIONAL TRADE DEVELOPMENT COMPANY LIMITED,VN,SSH-2.0-Go,1783832548116,1783832554160,6044,auth_failed,0,0,automated_scanner,0.8,,T1110;T1110.001,1,1,root
f6c61478-2648-431d-bec5-53e162047c6b,Ubuntu,80.66.85.226,AS207957,SERV.HOST GROUP LTD,DE,SSH-2.0-Go,1783832056989,1783832059293,2304,auth_failed,0,0,automated_scanner,0.8,,T1110;T1110.001,1,1,root
6b442d8d-2d34-459a-9f72-174f7f8709ab,Ubuntu,193.46.255.86,AS47890,UNMANAGED LTD,GB,SSH-2.0-PuTTY_Release_0.84,1783831760716,1783831763490,2774,connection_reset,0,0,automated_scanner,0.65,,T1078;T1110;T1110.001,1,1,test
f03a3dd4-0591-423f-9be5-d317d5ce8020,Ubuntu,41.214.10.178,AS8346,SONATEL-AS Autonomous System,SN,SSH-2.0-OpenSSH_7.4,1783831695653,1783831699907,4254,auth_failed,0,0,automated_scanner,0.65,,T1110;T1110.001,1,1,unknown
0d79a7c7-89f2-438e-8a85-2a106b4201eb,Ubuntu,103.98.149.87,AS135921,Maxserver Company Limited,VN,SSH-2.0-Go,1783831058176,1783831061841,3665,auth_failed,0,0,automated_scanner,0.8,,T1110;T1110.001,1,1,root
3e7ce34f-776e-4e75-92c7-b9e184e04367,Ubuntu,103.82.36.79,AS149089,CLOUDFLY CORPORATION,VN,SSH-2.0-Go,1783830949172,1783830952749,3577,auth_failed,0,0,automated_scanner,0.8,,T1110;T1110.001,1,1,root
62a49d68-1d28-4c18-9fc3-2354fa1fab26,Ubuntu,103.82.132.16,AS149089,CLOUDFLY CORPORATION,VN,SSH-2.0-Go,1783830867609,1783830869302,1693,auth_failed,0,0,automated_scanner,0.8,,T1110;T1110.001,1,1,root
0fce9db2-0ab0-4e8d-9a37-b35cfbb13249,Ubuntu,38.93.201.2,AS214483,FiberPower LLC,US,SSH-2.0-Go,1783830729303,1783830732531,3228,auth_failed,0,0,automated_scanner,0.8,,T1110;T1110.001,1,1,root
baa4a4c0-a5be-45ce-8617-8998d45975b0,Ubuntu,38.93.206.2,AS214483,FiberPower LLC,US,SSH-2.0-Go,1783830541490,1783830542740,1250,auth_failed,0,0,automated_scanner,0.8,,T1110;T1110.001,1,1,root
71818fe2-1dcf-4d5a-a744-1fcd1ddd52af,Ubuntu,176.53.159.196,,,TR,SSH-2.0-Go,1783830226100,1783830227616,1516,connection_reset,0,0,automated_scanner,0.8,,T1078;T1110;T1110.001,1,1,support
91aa5edb-c321-4a86-a359-e0171a7e9eb3,Ubuntu,2.57.121.25,AS47890,UNMANAGED LTD,GB,SSH-2.0-PuTTY_Release_0.84,1783830115168,1783830119757,4589,auth_failed,0,0,automated_scanner,0.6,,T1110;T1110.001,3,1,admin
cb657623-cf8c-4fef-905b-7b068870ad7d,Ubuntu,36.189.207.209,AS9808,China Mobile,CN,SSH-2.0-Go,1783829983431,1783829988436,5005,connection_reset,0,0,automated_scanner,0.8,,T1078;T1110;T1110.001,1,1,root
dd2d68fe-6263-4d39-9e46-89657f960708,Ubuntu,36.189.207.209,AS9808,China Mobile,CN,SSH-2.0-Go,1783829978612,1783829983094,4482,auth_failed,0,0,automated_scanner,0.8,,T1110;T1110.001,1,1,root
6e2b4ddc-36c3-40fd-b838-212229d76fb4,Ubuntu,36.189.207.209,AS9808,China Mobile,CN,SSH-2.0-Go,1783829974706,1783829978255,3549,auth_failed,0,0,automated_scanner,0.8,,T1110;T1110.001,1,1,root
40b4579c-ccc6-4ab3-8cf2-cdc86a3a03d2,Ubuntu,36.189.207.209,AS9808,China Mobile,CN,SSH-2.0-Go,1783829970572,1783829974350,3778,auth_failed,0,0,automated_scanner,0.8,,T1110;T1110.001,1,1,root
0cc7f018-e2d4-4842-9d46-3c5d0a3a3fed,Ubuntu,36.189.207.209,AS9808,China Mobile,CN,SSH-2.0-Go,1783829964699,1783829970240,5541,auth_failed,0,0,automated_scanner,0.8,,T1110;T1110.001,1,1,root
af5f34cc-b36f-4e1b-9074-a23c9d05e12d,Ubuntu,36.189.207.209,AS9808,China Mobile,CN,SSH-2.0-Go,1783829958988,1783829964363,5375,auth_failed,0,0,automated_scanner,0.8,,T1110;T1110.001,1,1,root
df00619b-783d-4d20-8816-16fab2ef9a41,Ubuntu,36.189.207.209,AS9808,China Mobile,CN,SSH-2.0-Go,1783829956453,1783829958641,2188,auth_failed,0,0,automated_scanner,0.8,,T1110;T1110.001,1,1,root
5a43726a-9907-438b-a5d8-65aa1d033610,Ubuntu,36.189.207.209,AS9808,China Mobile,CN,SSH-2.0-Go,1783829952852,1783829956125,3273,auth_failed,0,0,automated_scanner,0.8,,T1110;T1110.001,1,1,root
3da6d4b2-75f0-4616-a22c-e936187a4e87,Ubuntu,36.189.207.209,AS9808,China Mobile,CN,SSH-2.0-Go,1783829948557,1783829952530,3973,auth_failed,0,0,automated_scanner,0.8,,T1110;T1110.001,1,1,root
52da3058-bff3-4d10-980d-38e693046bba,Ubuntu,36.189.207.209,AS9808,China Mobile,CN,SSH-2.0-Go,1783829943961,1783829948208,4247,auth_failed,0,0,automated_scanner,0.8,,T1110;T1110.001,1,1,root
c7a79853-e84c-4629-8cc5-774df3d69f85,Ubuntu,36.189.207.209,AS9808,China Mobile,CN,SSH-2.0-Go,1783829940153,1783829943629,3476,auth_failed,0,0,automated_scanner,0.8,,T1110;T1110.001,1,1,root
b1e82916-73da-405f-9032-967d383c2dbb,Ubuntu,36.189.207.209,AS9808,China Mobile,CN,SSH-2.0-Go,1783829937649,1783829939834,2185,auth_failed,0,0,automated_scanner,0.8,,T1110;T1110.001,1,1,root
efe26687-1b9f-4666-bb01-e36a24b5217b,Ubuntu,36.189.207.209,AS9808,China Mobile,CN,SSH-2.0-Go,1783829933218,1783829937307,4089,auth_failed,0,0,automated_scanner,0.8,,T1110;T1110.001,1,1,root
a3594dd7-490e-4028-8c41-cb0b369cfd8f,Ubuntu,2.57.121.112,AS47890,UNMANAGED LTD,GB,SSH-2.0-PuTTY_Release_0.84,1783829814920,1783829824372,9452,auth_failed,0,0,automated_scanner,0.6,,T1110;T1110.001,5,1,arabella
